"","SiteID","year","pefa","rlha","occ","Lat","Long","min_d"
"936",82,"17",1,0,1,71.3327,-79.5619,2497.80780795486
"937",83,"17",0,0,0,71.3286,-79.5424,3920.42812228757
"938",84,"17",0,0,0,71.4457,-79.5258,4946.54731975283
"939",85,"17",0,0,0,71.4441,-79.5157,6074.54387555363
"940",86,"17",0,1,1,71.3444,-79.4464,1054.18101229387
"941",88,"17",0,0,0,71.3374,-79.44,728.811350794471
"942",91,"17",0,0,0,71.3333,-79.3849,2745.62475376363
"943",94,"17",1,0,1,71.3696,-79.3786,3246.4069693788
"944",95,"17",0,0,0,71.2227,-79.3808,2807.8588144417
"945",98,"17",1,0,1,71.214,-79.3739,2123.37700322654
"946",99,"17",0,0,0,71.2144,-79.3719,1987.93042719168
"947",100,"17",1,0,1,71.3304,-79.3486,3445.75260398814
"948",101,"17",1,0,1,71.1373,-79.3612,2123.37700322654
"949",102,"17",0,0,0,71.13,-79.3554,2695.26956849018
"950",104,"17",-Inf,-Inf,-Inf,71.3235,-79.3264,5466.66058714874
"951",107,"17",0,0,0,71.3291,-79.2855,6510.46130539906
"952",108,"17",0,0,0,71.3161,-79.2763,5472.55622626663
"953",109,"17",0,0,0,71.325,-79.2731,5123.32269974893
"954",114,"17",0,0,0,71.3097,-79.1953,2673.64434658204
"955",115,"17",0,1,1,71.3087,-79.1925,2362.20834362328
"956",117,"17",-Inf,-Inf,-Inf,71.3017,-79.1906,2129.43567994536
"957",119,"17",0,0,0,71.2918,-79.19,2044.7436752325
"958",122,"17",1,0,1,71.2881,-79.1717,2362.20834362328
"959",124,"17",0,0,0,71.2833,-79.1592,3756.05303790306
"960",127,"17",0,0,0,71.2766,-79.1223,5521.00424810856
"961",128,"17",1,0,1,71.2738,-79.1069,7241.42785493331
"962",129,"17",0,0,0,71.2723,-79.0988,8146.36001050201
"963",135,"17",0,0,0,71.2271,-79.0682,5568.90055420344
"964",138,"17",0,0,0,71.2597,-79.0468,6717.00321132575
"965",139,"17",0,0,0,71.2376,-79.0316,8442.37817075142
"966",141,"17",1,0,1,71.2547,-79.0186,9867.29369743134
"967",143,"17",0,0,0,71.2552,-79.0151,10257.3527282569
"968",145,"17",0,0,0,71.2432,-78.9911,11556.5434464275
"969",148,"17",0,0,0,71.2451,-78.9201,5384.87090270953
"970",150,"17",0,0,0,71.2444,-78.9136,4660.13609711378
"971",160,"17",1,0,1,71.2483,-78.8876,1802.28380994896
"972",164,"17",0,0,0,71.227,-78.8723,1768.80994303856
"973",165,"17",1,0,1,71.2268,-78.872,1802.28380994896
"974",173,"17",0,0,0,71.2203,-78.8383,5537.4768308773
"975",338,"17",0,0,0,71.2181,-79.7897,3957.75746307312
"976",339,"17",0,0,0,71.3612,-79.645,4429.02203938638
"977",355,"17",0,0,0,71.4038,-80.1698,2066.87104788038
"978",356,"17",0,0,0,71.4708,-80.2779,5426.99441164023
"979",357,"17",1,0,1,71.8392,-80.84,1880.80475951018
"980",359,"17",0,0,0,71.4306,-80.0472,9476.56631396471
"981",360,"17",0,0,0,71.7598,-80.4008,4544.05870007353
"982",374,"17",0,0,0,71.5142,-80.3067,3643.05299478777
"983",375,"17",0,0,0,71.4607,-80.1918,4201.56803054844
"984",376,"17",0,0,0,71.5028,-80.1798,3736.00990255862
"985",377,"17",0,0,0,71.3801,-79.4524,990.844461765335
"986",378,"17",0,0,0,71.4543,-80.2251,1422.00157555391
"987",379,"17",0,1,1,71.4002,-80.1513,277.451922956174
"988",380,"17",1,0,1,71.4306,-80.04,10274.722014675
"989",382,"17",0,0,0,71.6283,-80.2852,5665.14334119963
"990",383,"17",0,0,0,71.654,-80.4598,2904.44167831299
"991",384,"17",1,0,1,71.7214,-80.7419,3966.65600973158
"992",385,"17",0,0,0,71.3612,-80.2365,1897.64937703389
"993",386,"17",0,0,0,71.7172,-80.2554,5721.89544607471
"994",387,"17",1,0,1,71.9265,-80.7551,3966.65600973158
"995",388,"17",1,0,1,71.9083,-80.8245,2123.10444657161
"996",389,"17",0,0,0,71.3553,-79.3048,5801.84263402355
"997",390,"17",0,0,0,71.8131,-80.4997,3661.11025008753
"998",391,"17",1,0,1,71.9302,-80.8486,1880.80475951018
"999",392,"17",0,0,0,71.9708,-80.82,3236.34695244884
"1000",393,"17",0,0,0,71.9339,-80.7304,2761.32219951999
"1001",400,"17",1,0,1,71.8065,-80.7042,1375.88017126705
"1002",401,"17",0,0,0,71.8751,-80.8619,2527.20578980471
"1003",438,"17",-Inf,-Inf,-Inf,71.7809,-80.6121,9487.36200782729
"1004",442,"17",0,0,0,71.3446,-79.7615,2566.21149778769
"1005",443,"17",0,0,0,71.3538,-79.853,6554.24287433289
"1006",444,"17",1,0,1,71.381,-80.2278,1361.3412278996
"1007",445,"17",0,0,0,71.417,-80.3405,2593.14138888291
"1008",446,"17",0,0,0,71.4672,-80.2813,5769.12204731196
"1009",447,"17",1,0,1,71.3688,-80.1314,2301.74621443679
"1010",448,"17",0,0,0,71.5149,-80.3461,1541.161581124
"1011",449,"17",0,0,0,71.5976,-80.3842,5154.02748240303
"1012",450,"17",0,0,0,71.8069,-80.709,1238.02319854556
"1013",451,"17",0,0,0,71.8227,-80.8751,3930.37982241301
"1014",452,"17",0,1,1,71.8524,-81.0287,10786.9651184435
"1015",453,"17",0,0,0,71.2724,-79.0907,8058.94656668888
"1016",454,"17",0,0,0,71.6801,-80.2282,4321.73941314352
"1017",455,"17",0,0,0,71.7833,-80.2546,5975.11867139538
"1018",460,"17",0,0,0,71.4334,-80.0222,11762.0686575219
"1019",461,"17",0,0,0,71.44,-79.928,3579.29548619507
"1020",462,"17",0,0,0,71.4489,-79.8944,4101.96286306265
"1021",463,"17",0,0,0,71.4125,-79.8853,4453.78356143238
"1022",464,"17",0,0,0,71.4097,-79.8855,4406.72962227067
"1023",465,"17",1,0,1,71.4478,-79.7967,4067.48344199437
"1024",466,"17",0,0,0,71.4669,-79.8101,5306.80882856359
"1025",467,"17",0,0,0,71.4634,-79.7131,1790.21731491623
"1026",468,"17",0,0,0,71.3662,-79.4955,5500.34566535243
"1027",469,"17",0,0,0,71.446,-79.5481,2763.43903709606
"1028",470,"17",0,0,0,71.4396,-79.4363,2183.66537925528
"1029",472,"17",1,0,1,71.3823,-79.4528,1054.18101229387
"1030",473,"17",0,0,0,71.382,-79.4493,834.395810004556
"1031",474,"17",1,0,1,71.4332,-79.2549,4011.71462151924
"1032",475,"17",0,0,0,71.7343,-80.313,4416.75091676085
"1033",476,"17",0,0,0,71.3004,-79.1152,6313.75077230991
"1034",477,"17",0,0,0,71.46,-79.8083,5105.92751181036
"1035",478,"17",1,0,1,71.31,-79.2273,3885.66877054292
"1036",480,"17",0,0,0,71.4599,-80.0933,5978.20815675586
"1037",481,"17",1,0,1,71.7383,-80.3351,3460.27636730391
"1038",482,"17",0,0,0,71.843,-80.8613,2379.43094606477
"1039",483,"17",1,0,1,71.5163,-80.3323,1009.28181488779
"1040",484,"17",0,0,0,71.6534,-80.4201,2757.92067408466
"1041",485,"17",1,0,1,71.3413,-79.4336,1430.60534789908
"1042",486,"17",1,0,1,71.8225,-81.1747,16311.5575128211
"1043",487,"17",-Inf,-Inf,-Inf,71.2466,-78.8573,3383.25208046718
"1044",488,"17",-Inf,-Inf,-Inf,71.3583,-79.7789,2662.84983078471
"1045",489,"17",-Inf,-Inf,-Inf,71.7139,-80.6963,2699.57765535563
"1046",490,"17",-Inf,-Inf,-Inf,71.386,-80.228,1264.48174019984
"1047",491,"17",-Inf,-Inf,-Inf,71.8052,-81.1074,8826.20422503795
"1048",492,"17",-Inf,-Inf,-Inf,71.4551,-79.6043,4028.21909672036
"1049",493,"17",-Inf,-Inf,-Inf,71.3259,-79.5365,4488.71057262324
"1050",494,"17",-Inf,-Inf,-Inf,71.367067,-79.366506,2137.55670512309
"1051",2,"18",1,0,1,71.8531,-80.9321,9423.22293664542
"1052",3,"18",0,0,0,71.8544,-80.9028,6199.37260724877
"1053",5,"18",-Inf,-Inf,-Inf,71.8412,-80.8536,2424.40060668612
"1054",6,"18",1,0,1,71.8368,-80.8319,2496.98000310667
"1055",7,"18",0,0,0,71.8033,-80.7595,2454.35744537597
"1056",8,"18",0,0,0,71.8702,-80.7133,1533.58720019663
"1057",9,"18",1,0,1,71.8701,-80.7112,1387.97310192322
"1058",10,"18",0,1,1,71.8634,-80.696,1375.88017126705
"1059",14,"18",0,0,0,71.7708,-80.5799,13072.9010457367
"1060",15,"18",0,0,0,71.7449,-80.5305,10222.9516110736
"1061",16,"18",0,0,0,71.8196,-80.5177,9083.26666339522
"1062",17,"18",1,0,1,71.8139,-80.5009,7263.44144373467
"1063",18,"18",0,0,0,71.7948,-80.4523,4451.0836209953
"1064",19,"18",0,0,0,71.779,-80.4441,3552.21253214184
"1065",20,"18",1,0,1,71.6842,-80.4395,2240.47715025711
"1066",21,"18",0,1,1,71.7585,-80.3982,291.330741287602
"1067",22,"18",1,0,1,71.6184,-80.3961,2620.68576369857
"1068",23,"18",-Inf,-Inf,-Inf,71.7359,-80.3569,3957.68427166778
"1069",24,"18",1,0,1,71.5549,-80.3386,1123.8397659037
"1070",25,"18",1,0,1,71.7369,-80.3271,1575.19197807715
"1071",26,"18",0,0,0,71.5088,-80.3042,4131.90189028463
"1072",27,"18",0,0,0,71.7226,-80.2873,3826.83765785426
"1073",28,"18",1,0,1,71.4765,-80.2676,4290.16933259924
"1074",30,"18",0,0,0,71.7112,-80.2472,4986.36703113399
"1075",32,"18",-Inf,-Inf,-Inf,71.391,-80.2381,1512.60356622234
"1076",33,"18",1,0,1,71.4522,-80.2294,1361.3412278996
"1077",34,"18",0,0,0,71.7048,-80.2042,5821.08357095856
"1078",35,"18",0,0,0,71.7038,-80.1955,6769.16940476531
"1079",40,"18",0,0,0,71.3882,-80.1527,4889.87523012655
"1080",41,"18",0,0,0,71.3875,-80.1483,5362.88376766398
"1081",43,"18",0,0,0,71.2862,-80.0018,5788.16205182675
"1082",46,"18",1,0,1,71.3825,-79.9647,7956.04103349391
"1083",48,"18",0,0,0,71.2978,-79.9221,4636.90594760762
"1084",49,"18",0,0,0,71.2964,-79.9196,4406.72962227067
"1085",50,"18",0,0,0,71.458,-79.8961,1499.93662905693
"1086",51,"18",0,0,0,71.2947,-79.9039,3105.15004829501
"1087",52,"18",-Inf,-Inf,-Inf,71.4389,-79.8944,1140.32151992415
"1088",53,"18",0,0,0,71.415,-79.8918,725.051969907772
"1089",54,"18",0,1,1,71.3492,-79.8631,1044.25149797349
"1090",55,"18",1,0,1,71.3436,-79.8538,1044.25149797349
"1091",56,"18",0,1,1,71.2211,-79.8042,1374.02843848122
"1092",57,"18",-Inf,-Inf,-Inf,71.2207,-79.7977,725.823917737236
"1093",58,"18",0,0,0,71.2447,-79.8005,1086.57225294391
"1094",59,"18",1,0,1,71.219,-79.7919,246.293908824647
"1095",61,"18",0,0,0,71.3562,-79.7641,1653.06878945058
"1096",62,"18",0,0,0,71.4698,-79.7558,2566.21149778769
"1097",63,"18",1,0,1,71.4707,-79.7455,3076.92648905836
"1098",64,"18",0,0,0,71.3982,-79.7033,702.358386287206
"1099",65,"18",0,0,0,71.4564,-79.7205,2072.3362055902
"1100",66,"18",0,0,0,71.3441,-79.7168,1815.13608052538
"1101",68,"18",1,0,1,71.3776,-79.7084,728.820191566841
"1102",69,"18",1,0,1,71.4111,-79.7058,728.820191566841
"1103",70,"18",0,1,1,71.4658,-79.6706,4079.64670070055
"1104",71,"18",1,0,1,71.1756,-79.6665,5830.49089737068
"1105",72,"18",0,0,0,71.1779,-79.666,5789.39033234465
"1106",73,"18",-Inf,-Inf,-Inf,71.3608,-79.6373,4943.0639237084
"1107",74,"18",1,0,1,71.3218,-80.195,3831.10610017986
"1108",75,"18",0,0,0,71.3616,-79.6362,5036.94801311454
"1109",80,"18",1,0,1,71.4476,-79.5701,3920.42812228757
"1110",81,"18",0,0,0,71.399,-79.5737,3774.20136737846
"1111",82,"18",0,0,0,71.3327,-79.5619,2497.80780795486
"1112",83,"18",1,0,1,71.3286,-79.5424,3792.53514917628
"1113",84,"18",0,0,0,71.4457,-79.5258,3013.13282563178
"1114",85,"18",1,0,1,71.4441,-79.5157,3792.53514917628
"1115",86,"18",1,0,1,71.3444,-79.4464,834.395810004556
"1116",88,"18",0,0,0,71.3374,-79.44,728.811350794471
"1117",91,"18",0,0,0,71.3333,-79.3849,2745.62475376363
"1118",94,"18",1,0,1,71.3696,-79.3786,3246.4069693788
"1119",95,"18",0,0,0,71.2227,-79.3808,2807.8588144417
"1120",98,"18",1,0,1,71.214,-79.3739,2123.37700322654
"1121",99,"18",0,0,0,71.2144,-79.3719,1987.93042719168
"1122",100,"18",1,0,1,71.3304,-79.3486,3445.75260398814
"1123",101,"18",1,0,1,71.1373,-79.3612,2123.37700322654
"1124",102,"18",0,0,0,71.13,-79.3554,2695.26956849018
"1125",104,"18",-Inf,-Inf,-Inf,71.3235,-79.3264,5466.66058714874
"1126",107,"18",0,0,0,71.3291,-79.2855,6510.46130539906
"1127",108,"18",0,0,0,71.3161,-79.2763,5472.55622626663
"1128",109,"18",0,0,0,71.325,-79.2731,5123.32269974893
"1129",114,"18",0,0,0,71.3097,-79.1953,3572.94716796105
"1130",115,"18",0,0,0,71.3087,-79.1925,3885.66877054292
"1131",117,"18",-Inf,-Inf,-Inf,71.3017,-79.1906,4101.39039860241
"1132",119,"18",0,0,0,71.2918,-79.19,4182.06122143671
"1133",122,"18",1,0,1,71.2881,-79.1717,6224.8765881595
"1134",124,"18",0,0,0,71.2833,-79.1592,5842.92149400082
"1135",127,"18",0,0,0,71.2766,-79.1223,5521.00424810856
"1136",128,"18",1,0,1,71.2738,-79.1069,7241.42785493331
"1137",129,"18",0,0,0,71.2723,-79.0988,8146.36001050201
"1138",135,"18",0,0,0,71.2271,-79.0682,5568.90055420344
"1139",138,"18",0,0,0,71.2597,-79.0468,6717.00321132575
"1140",139,"18",0,0,0,71.2376,-79.0316,8442.37817075142
"1141",141,"18",1,0,1,71.2547,-79.0186,9867.29369743134
"1142",143,"18",0,0,0,71.2552,-79.0151,10257.3527282569
"1143",145,"18",0,0,0,71.2432,-78.9911,12945.7335428243
"1144",148,"18",0,0,0,71.2451,-78.9201,7011.82350426309
"1145",150,"18",0,0,0,71.2444,-78.9136,6286.18788084377
"1146",160,"18",0,0,0,71.2483,-78.8876,3383.25208046718
"1147",164,"18",0,0,0,71.227,-78.8723,1727.30647507103
"1148",165,"18",1,0,1,71.2268,-78.872,1695.9318366679
"1149",173,"18",0,0,0,71.2203,-78.8383,3765.28117302182
"1150",338,"18",1,0,1,71.2181,-79.7897,246.293908824647
"1151",339,"18",0,0,0,71.3612,-79.645,4429.02203938638
"1152",355,"18",0,0,0,71.4038,-80.1698,3218.11366891286
"1153",356,"18",0,0,0,71.4708,-80.2779,5426.99441164023
"1154",357,"18",0,0,0,71.8392,-80.84,1880.80475951018
"1155",359,"18",1,0,1,71.4306,-80.0472,9259.00206613921
"1156",360,"18",1,0,1,71.7598,-80.4008,291.330741287602
"1157",374,"18",0,0,0,71.5142,-80.3067,4196.92943614669
"1158",375,"18",0,0,0,71.4607,-80.1918,4201.56803054844
"1159",376,"18",0,0,0,71.5028,-80.1798,3840.49149829817
"1160",377,"18",0,0,0,71.3801,-79.4524,990.844461765335
"1161",378,"18",0,0,0,71.4543,-80.2251,1422.00157555391
"1162",379,"18",0,1,1,71.4002,-80.1513,5103.29155276783
"1163",380,"18",0,0,0,71.4306,-80.04,8459.55810809467
"1164",382,"18",0,0,0,71.6283,-80.2852,3689.9073634931
"1165",383,"18",0,0,0,71.654,-80.4598,4433.02878405353
"1166",384,"18",1,0,1,71.7214,-80.7419,3966.65600973158
"1167",385,"18",0,0,0,71.3612,-80.2365,1897.64937703389
"1168",386,"18",0,0,0,71.7172,-80.2554,4746.8327042125
"1169",387,"18",1,0,1,71.9265,-80.7551,3966.65600973158
"1170",388,"18",0,0,0,71.9083,-80.8245,2719.17745263136
"1171",389,"18",0,0,0,71.3553,-79.3048,5801.84263402355
"1172",390,"18",0,0,0,71.8131,-80.4997,7132.19011284793
"1173",391,"18",1,0,1,71.9302,-80.8486,2496.98000310667
"1174",392,"18",0,0,0,71.9708,-80.82,3274.28708866293
"1175",393,"18",0,0,0,71.9339,-80.7304,2761.32219951999
"1176",400,"18",1,0,1,71.8065,-80.7042,1375.88017126705
"1177",401,"18",0,0,0,71.8751,-80.8619,3418.36834183121
"1178",438,"18",-Inf,-Inf,-Inf,71.7809,-80.6121,10294.7423042453
"1179",442,"18",1,0,1,71.3446,-79.7615,1961.76602816065
"1180",443,"18",0,0,0,71.3538,-79.853,1131.37809924682
"1181",444,"18",1,0,1,71.381,-80.2278,1361.3412278996
"1182",445,"18",0,0,0,71.417,-80.3405,2593.14138888291
"1183",446,"18",0,0,0,71.4672,-80.2813,5802.1715910529
"1184",447,"18",0,0,0,71.3688,-80.1314,7158.03737991282
"1185",448,"18",1,0,1,71.5149,-80.3461,1123.8397659037
"1186",449,"18",0,0,0,71.5976,-80.3842,3382.45883325265
"1187",450,"18",0,0,0,71.8069,-80.709,1165.62422965313
"1188",451,"18",0,0,0,71.8227,-80.8751,4830.43799130339
"1189",452,"18",0,0,0,71.8524,-81.0287,16311.5575128211
"1190",453,"18",0,0,0,71.2724,-79.0907,8058.94656668888
"1191",454,"18",0,0,0,71.6801,-80.2282,4321.73941314352
"1192",455,"18",0,1,1,71.7833,-80.2546,5975.11867139538
"1193",460,"18",0,0,0,71.4334,-80.0222,6495.98180908707
"1194",461,"18",0,0,0,71.44,-79.928,4248.47932088218
"1195",462,"18",0,1,1,71.4489,-79.8944,1241.6541544542
"1196",463,"18",0,1,1,71.4125,-79.8853,59.2844113831813
"1197",464,"18",1,0,1,71.4097,-79.8855,59.2844113831813
"1198",465,"18",1,0,1,71.4478,-79.7967,2662.84983078471
"1199",466,"18",0,0,0,71.4669,-79.8101,4093.2220061581
"1200",467,"18",0,0,0,71.4634,-79.7131,1790.21731491623
"1201",468,"18",0,0,0,71.3662,-79.4955,5168.58594052611
"1202",469,"18",0,0,0,71.446,-79.5481,2462.83878350877
"1203",470,"18",1,0,1,71.4396,-79.4363,1869.7728613636
"1204",472,"18",0,0,0,71.3823,-79.4528,1054.18101229387
"1205",473,"18",0,1,1,71.382,-79.4493,834.395810004556
"1206",474,"18",1,0,1,71.4332,-79.2549,4011.71462151924
"1207",475,"18",1,0,1,71.7343,-80.313,1575.19197807715
"1208",476,"18",0,0,0,71.3004,-79.1152,6313.75077230991
"1209",477,"18",0,0,0,71.46,-79.8083,3850.58841002825
"1210",478,"18",1,0,1,71.31,-79.2273,4011.71462151924
"1211",480,"18",0,0,0,71.4599,-80.0933,6576.54805748397
"1212",481,"18",0,0,0,71.7383,-80.3351,2468.87420804188
"1213",482,"18",0,0,0,71.843,-80.8613,3284.81054743213
"1214",483,"18",0,0,0,71.5163,-80.3323,1541.161581124
"1215",484,"18",0,1,1,71.6534,-80.4201,2240.47715025711
"1216",485,"18",1,0,1,71.3413,-79.4336,1430.60534789908
"1217",486,"18",1,0,1,71.8225,-81.1747,27095.5475297475
"1218",487,"18",1,0,1,71.2466,-78.8573,1695.9318366679
"1219",488,"18",0,1,1,71.3583,-79.7789,1961.76602816065
"1220",489,"18",-Inf,-Inf,-Inf,71.7139,-80.6963,2699.57765535563
"1221",490,"18",-Inf,-Inf,-Inf,71.386,-80.228,1264.48174019984
"1222",491,"18",-Inf,-Inf,-Inf,71.8052,-81.1074,19592.9341959137
"1223",492,"18",-Inf,-Inf,-Inf,71.4551,-79.6043,7369.32094251592
"1224",493,"18",-Inf,-Inf,-Inf,71.3259,-79.5365,3339.54067986137
"1225",494,"18",-Inf,-Inf,-Inf,71.367067,-79.366506,2137.55670512309
"1226",2,"19",1,0,1,71.8531,-80.9321,3271.88963355002
"1227",3,"19",0,1,1,71.8544,-80.9028,3271.88963355002
"1228",5,"19",-Inf,-Inf,-Inf,71.8412,-80.8536,1676.17539214159
"1229",6,"19",0,0,0,71.8368,-80.8319,2496.98000310667
"1230",7,"19",0,0,0,71.8033,-80.7595,7172.71049023266
"1231",8,"19",0,0,0,71.8702,-80.7133,1935.68716683738
"1232",9,"19",1,0,1,71.8701,-80.7112,1701.59967273661
"1233",10,"19",0,1,1,71.8634,-80.696,1701.59967273661
"1234",14,"19",1,0,1,71.7708,-80.5799,8989.01052011752
"1235",15,"19",0,0,0,71.7449,-80.5305,5536.56586732303
"1236",16,"19",0,0,0,71.8196,-80.5177,7002.89418213459
"1237",17,"19",0,0,0,71.8139,-80.5009,6375.18976854359
"1238",18,"19",0,0,0,71.7948,-80.4523,2499.23812268209
"1239",19,"19",1,0,1,71.779,-80.4441,1831.56435711289
"1240",20,"19",1,0,1,71.6842,-80.4395,1831.56435711289
"1241",21,"19",0,0,0,71.7585,-80.3982,3131.24426643378
"1242",22,"19",1,0,1,71.6184,-80.3961,2757.92067408466
"1243",23,"19",-Inf,-Inf,-Inf,71.7359,-80.3569,3957.68427166778
"1244",24,"19",1,0,1,71.5549,-80.3386,3460.27636730391
"1245",25,"19",0,0,0,71.7369,-80.3271,1575.19197807715
"1246",26,"19",1,0,1,71.5088,-80.3042,3937.4953773622
"1247",27,"19",0,0,0,71.7226,-80.2873,3826.83765785426
"1248",28,"19",0,0,0,71.4765,-80.2676,4290.16933259924
"1249",30,"19",0,0,0,71.7112,-80.2472,5291.85028261725
"1250",32,"19",-Inf,-Inf,-Inf,71.391,-80.2381,1512.60356622234
"1251",33,"19",1,0,1,71.4522,-80.2294,1361.3412278996
"1252",34,"19",0,0,0,71.7048,-80.2042,5821.08357095856
"1253",35,"19",0,0,0,71.7038,-80.1955,6769.16940476531
"1254",40,"19",0,0,0,71.3882,-80.1527,8386.87595428104
