"","SiteID","year","Lat","Long","pefa","rlha"
"550",83,"12",71.3286,-79.5424,0,1
"551",83,"13",71.3286,-79.5424,1,0
"552",83,"14",71.3286,-79.5424,0,1
"553",83,"15",71.3286,-79.5424,0,1
"554",83,"16",71.3286,-79.5424,0,0
"555",83,"17",71.3286,-79.5424,0,0
"556",83,"18",71.3286,-79.5424,1,0
"557",83,"19",71.3286,-79.5424,0,0
"558",83,"20",71.3286,-79.5424,0,0
"559",84,"12",71.4457,-79.5258,0,0
"560",84,"13",71.4457,-79.5258,0,0
"561",84,"14",71.4457,-79.5258,0,0
"562",84,"15",71.4457,-79.5258,0,0
"563",84,"16",71.4457,-79.5258,0,1
"564",84,"17",71.4457,-79.5258,0,0
"565",84,"18",71.4457,-79.5258,0,0
"566",84,"19",71.4457,-79.5258,0,1
"567",84,"20",71.4457,-79.5258,0,0
"568",85,"12",71.4441,-79.5157,0,1
"569",85,"13",71.4441,-79.5157,0,0
"570",85,"14",71.4441,-79.5157,0,0
"571",85,"15",71.4441,-79.5157,0,1
"572",85,"16",71.4441,-79.5157,0,0
"573",85,"17",71.4441,-79.5157,0,0
"574",85,"18",71.4441,-79.5157,1,0
"575",85,"19",71.4441,-79.5157,0,0
"576",85,"20",71.4441,-79.5157,0,1
"577",86,"12",71.3444,-79.4464,0,1
"578",86,"13",71.3444,-79.4464,0,0
"579",86,"14",71.3444,-79.4464,0,1
"580",86,"15",71.3444,-79.4464,0,1
"581",86,"16",71.3444,-79.4464,0,0
"582",86,"17",71.3444,-79.4464,0,1
"583",86,"18",71.3444,-79.4464,1,0
"584",86,"19",71.3444,-79.4464,0,0
"585",86,"20",71.3444,-79.4464,1,0
"586",88,"12",71.3374,-79.44,1,0
"587",88,"13",71.3374,-79.44,1,0
"588",88,"14",71.3374,-79.44,1,0
"589",88,"15",71.3374,-79.44,0,1
"590",88,"16",71.3374,-79.44,0,0
"591",88,"17",71.3374,-79.44,0,0
"592",88,"18",71.3374,-79.44,0,0
"593",88,"19",71.3374,-79.44,1,0
"594",88,"20",71.3374,-79.44,0,0
"595",91,"12",71.3333,-79.3849,1,0
"596",91,"13",71.3333,-79.3849,0,0
"597",91,"14",71.3333,-79.3849,0,0
"598",91,"15",71.3333,-79.3849,0,0
"599",91,"16",71.3333,-79.3849,1,0
"600",91,"17",71.3333,-79.3849,0,0
"601",91,"18",71.3333,-79.3849,0,0
"602",91,"19",71.3333,-79.3849,0,0
"603",91,"20",71.3333,-79.3849,0,0
"604",94,"12",71.3696,-79.3786,1,0
"605",94,"13",71.3696,-79.3786,0,0
"606",94,"14",71.3696,-79.3786,1,0
"607",94,"15",71.3696,-79.3786,1,0
"608",94,"16",71.3696,-79.3786,1,0
"609",94,"17",71.3696,-79.3786,1,0
"610",94,"18",71.3696,-79.3786,1,0
"611",94,"19",71.3696,-79.3786,1,0
"612",94,"20",71.3696,-79.3786,1,0
"613",95,"12",71.2227,-79.3808,0,1
"614",95,"13",71.2227,-79.3808,0,0
"615",95,"14",71.2227,-79.3808,0,0
"616",95,"15",71.2227,-79.3808,-Inf,-Inf
"617",95,"16",71.2227,-79.3808,0,0
"618",95,"17",71.2227,-79.3808,0,0
"619",95,"18",71.2227,-79.3808,0,0
"620",95,"19",71.2227,-79.3808,0,0
"621",95,"20",71.2227,-79.3808,0,1
"622",98,"12",71.214,-79.3739,1,0
"623",98,"13",71.214,-79.3739,1,0
"624",98,"14",71.214,-79.3739,0,0
"625",98,"15",71.214,-79.3739,0,0
"626",98,"16",71.214,-79.3739,0,0
"627",98,"17",71.214,-79.3739,1,0
"628",98,"18",71.214,-79.3739,1,0
"629",98,"19",71.214,-79.3739,0,0
"630",98,"20",71.214,-79.3739,1,0
"631",99,"12",71.2144,-79.3719,0,0
"632",99,"13",71.2144,-79.3719,0,0
"633",99,"14",71.2144,-79.3719,1,0
"634",99,"15",71.2144,-79.3719,1,0
"635",99,"16",71.2144,-79.3719,1,0
"636",99,"17",71.2144,-79.3719,0,0
"637",99,"18",71.2144,-79.3719,0,0
"638",99,"19",71.2144,-79.3719,1,0
"639",99,"20",71.2144,-79.3719,0,0
"640",100,"12",71.3304,-79.3486,0,0
"641",100,"13",71.3304,-79.3486,0,0
"642",100,"14",71.3304,-79.3486,1,0
"643",100,"15",71.3304,-79.3486,1,0
"644",100,"16",71.3304,-79.3486,1,0
"645",100,"17",71.3304,-79.3486,1,0
"646",100,"18",71.3304,-79.3486,1,0
"647",100,"19",71.3304,-79.3486,1,0
"648",100,"20",71.3304,-79.3486,1,0
"649",101,"12",71.1373,-79.3612,1,0
"650",101,"13",71.1373,-79.3612,1,0
"651",101,"14",71.1373,-79.3612,1,0
"652",101,"15",71.1373,-79.3612,1,0
"653",101,"16",71.1373,-79.3612,1,0
"654",101,"17",71.1373,-79.3612,1,0
"655",101,"18",71.1373,-79.3612,1,0
"656",101,"19",71.1373,-79.3612,1,0
"657",101,"20",71.1373,-79.3612,0,0
"658",102,"12",71.13,-79.3554,0,1
"659",102,"13",71.13,-79.3554,0,0
"660",102,"14",71.13,-79.3554,0,0
"661",102,"15",71.13,-79.3554,-Inf,-Inf
"662",102,"16",71.13,-79.3554,-Inf,-Inf
"663",102,"17",71.13,-79.3554,0,0
"664",102,"18",71.13,-79.3554,0,0
"665",102,"19",71.13,-79.3554,0,0
"666",102,"20",71.13,-79.3554,0,0
"667",104,"12",71.3235,-79.3264,-Inf,-Inf
"668",104,"13",71.3235,-79.3264,-Inf,-Inf
"669",104,"14",71.3235,-79.3264,-Inf,-Inf
"670",104,"15",71.3235,-79.3264,-Inf,-Inf
"671",104,"16",71.3235,-79.3264,-Inf,-Inf
"672",104,"17",71.3235,-79.3264,-Inf,-Inf
"673",104,"18",71.3235,-79.3264,-Inf,-Inf
"674",104,"19",71.3235,-79.3264,-Inf,-Inf
"675",104,"20",71.3235,-79.3264,0,0
"676",107,"12",71.3291,-79.2855,0,1
"677",107,"13",71.3291,-79.2855,0,0
"678",107,"14",71.3291,-79.2855,0,0
"679",107,"15",71.3291,-79.2855,0,0
"680",107,"16",71.3291,-79.2855,0,0
"681",107,"17",71.3291,-79.2855,0,0
"682",107,"18",71.3291,-79.2855,0,0
"683",107,"19",71.3291,-79.2855,0,0
"684",107,"20",71.3291,-79.2855,1,0
"685",108,"12",71.3161,-79.2763,0,0
"686",108,"13",71.3161,-79.2763,1,0
"687",108,"14",71.3161,-79.2763,0,0
"688",108,"15",71.3161,-79.2763,0,0
"689",108,"16",71.3161,-79.2763,0,0
"690",108,"17",71.3161,-79.2763,0,0
"691",108,"18",71.3161,-79.2763,0,0
"692",108,"19",71.3161,-79.2763,0,0
"693",108,"20",71.3161,-79.2763,0,0
"694",109,"12",71.325,-79.2731,0,0
"695",109,"13",71.325,-79.2731,0,0
"696",109,"14",71.325,-79.2731,0,0
"697",109,"15",71.325,-79.2731,0,1
"698",109,"16",71.325,-79.2731,0,0
"699",109,"17",71.325,-79.2731,0,0
"700",109,"18",71.325,-79.2731,0,0
"701",109,"19",71.325,-79.2731,0,0
"702",109,"20",71.325,-79.2731,0,1
"703",114,"12",71.3097,-79.1953,0,0
"704",114,"13",71.3097,-79.1953,0,0
"705",114,"14",71.3097,-79.1953,0,0
"706",114,"15",71.3097,-79.1953,0,0
"707",114,"16",71.3097,-79.1953,0,0
"708",114,"17",71.3097,-79.1953,0,0
"709",114,"18",71.3097,-79.1953,0,0
"710",114,"19",71.3097,-79.1953,1,0
"711",114,"20",71.3097,-79.1953,0,0
"712",115,"12",71.3087,-79.1925,0,1
"713",115,"13",71.3087,-79.1925,0,0
"714",115,"14",71.3087,-79.1925,0,0
"715",115,"15",71.3087,-79.1925,0,1
"716",115,"16",71.3087,-79.1925,0,0
"717",115,"17",71.3087,-79.1925,0,1
"718",115,"18",71.3087,-79.1925,0,0
"719",115,"19",71.3087,-79.1925,0,0
"720",115,"20",71.3087,-79.1925,0,1
"721",117,"12",71.3017,-79.1906,-Inf,-Inf
"722",117,"13",71.3017,-79.1906,-Inf,-Inf
"723",117,"14",71.3017,-79.1906,-Inf,-Inf
"724",117,"15",71.3017,-79.1906,-Inf,-Inf
"725",117,"16",71.3017,-79.1906,-Inf,-Inf
"726",117,"17",71.3017,-79.1906,-Inf,-Inf
"727",117,"18",71.3017,-79.1906,-Inf,-Inf
"728",117,"19",71.3017,-79.1906,-Inf,-Inf
"729",117,"20",71.3017,-79.1906,0,0
"730",119,"12",71.2918,-79.19,0,1
"731",119,"13",71.2918,-79.19,0,0
"732",119,"14",71.2918,-79.19,0,1
"733",119,"15",71.2918,-79.19,0,1
"734",119,"16",71.2918,-79.19,0,0
"735",119,"17",71.2918,-79.19,0,0
"736",119,"18",71.2918,-79.19,0,0
"737",119,"19",71.2918,-79.19,0,0
"738",119,"20",71.2918,-79.19,0,1
"739",122,"12",71.2881,-79.1717,1,0
"740",122,"13",71.2881,-79.1717,0,0
"741",122,"14",71.2881,-79.1717,0,0
"742",122,"15",71.2881,-79.1717,1,0
"743",122,"16",71.2881,-79.1717,1,0
"744",122,"17",71.2881,-79.1717,1,0
"745",122,"18",71.2881,-79.1717,1,0
"746",122,"19",71.2881,-79.1717,1,0
"747",122,"20",71.2881,-79.1717,1,0
"748",124,"12",71.2833,-79.1592,0,0
"749",124,"13",71.2833,-79.1592,0,0
"750",124,"14",71.2833,-79.1592,0,1
"751",124,"15",71.2833,-79.1592,0,1
"752",124,"16",71.2833,-79.1592,0,1
"753",124,"17",71.2833,-79.1592,0,0
"754",124,"18",71.2833,-79.1592,0,0
"755",124,"19",71.2833,-79.1592,0,0
"756",124,"20",71.2833,-79.1592,0,0
"757",127,"12",71.2766,-79.1223,0,1
"758",127,"13",71.2766,-79.1223,0,0
"759",127,"14",71.2766,-79.1223,0,0
"760",127,"15",71.2766,-79.1223,0,0
"761",127,"16",71.2766,-79.1223,0,0
"762",127,"17",71.2766,-79.1223,0,0
"763",127,"18",71.2766,-79.1223,0,0
"764",127,"19",71.2766,-79.1223,0,0
"765",127,"20",71.2766,-79.1223,0,0
"766",128,"12",71.2738,-79.1069,0,0
"767",128,"13",71.2738,-79.1069,0,0
"768",128,"14",71.2738,-79.1069,1,0
"769",128,"15",71.2738,-79.1069,1,0
"770",128,"16",71.2738,-79.1069,0,0
"771",128,"17",71.2738,-79.1069,1,0
"772",128,"18",71.2738,-79.1069,1,0
"773",128,"19",71.2738,-79.1069,1,0
"774",128,"20",71.2738,-79.1069,1,0
"775",129,"12",71.2723,-79.0988,0,0
"776",129,"13",71.2723,-79.0988,0,0
"777",129,"14",71.2723,-79.0988,0,1
"778",129,"15",71.2723,-79.0988,0,0
"779",129,"16",71.2723,-79.0988,0,1
"780",129,"17",71.2723,-79.0988,0,0
"781",129,"18",71.2723,-79.0988,0,0
"782",129,"19",71.2723,-79.0988,0,0
"783",129,"20",71.2723,-79.0988,0,0
"784",135,"12",71.2271,-79.0682,0,1
"785",135,"13",71.2271,-79.0682,0,0
"786",135,"14",71.2271,-79.0682,1,0
"787",135,"15",71.2271,-79.0682,0,0
"788",135,"16",71.2271,-79.0682,0,0
"789",135,"17",71.2271,-79.0682,0,0
"790",135,"18",71.2271,-79.0682,0,0
"791",135,"19",71.2271,-79.0682,0,0
"792",135,"20",71.2271,-79.0682,0,1
"793",138,"12",71.2597,-79.0468,0,1
"794",138,"13",71.2597,-79.0468,1,0
"795",138,"14",71.2597,-79.0468,0,0
"796",138,"15",71.2597,-79.0468,0,0
"797",138,"16",71.2597,-79.0468,0,0
"798",138,"17",71.2597,-79.0468,0,0
"799",138,"18",71.2597,-79.0468,0,0
"800",138,"19",71.2597,-79.0468,1,0
"801",138,"20",71.2597,-79.0468,0,1
"802",139,"12",71.2376,-79.0316,0,0
"803",139,"13",71.2376,-79.0316,0,0
"804",139,"14",71.2376,-79.0316,0,1
"805",139,"15",71.2376,-79.0316,0,1
"806",139,"16",71.2376,-79.0316,0,0
"807",139,"17",71.2376,-79.0316,0,0
"808",139,"18",71.2376,-79.0316,0,0
"809",139,"19",71.2376,-79.0316,0,0
"810",139,"20",71.2376,-79.0316,0,0
"811",141,"12",71.2547,-79.0186,1,0
"812",141,"13",71.2547,-79.0186,1,0
"813",141,"14",71.2547,-79.0186,0,0
"814",141,"15",71.2547,-79.0186,1,0
"815",141,"16",71.2547,-79.0186,1,0
"816",141,"17",71.2547,-79.0186,1,0
"817",141,"18",71.2547,-79.0186,1,0
"818",141,"19",71.2547,-79.0186,1,0
"819",141,"20",71.2547,-79.0186,1,0
"820",143,"12",71.2552,-79.0151,0,1
"821",143,"13",71.2552,-79.0151,0,0
"822",143,"14",71.2552,-79.0151,0,0
"823",143,"15",71.2552,-79.0151,0,1
"824",143,"16",71.2552,-79.0151,0,0
"825",143,"17",71.2552,-79.0151,0,0
"826",143,"18",71.2552,-79.0151,0,0
"827",143,"19",71.2552,-79.0151,0,0
"828",143,"20",71.2552,-79.0151,0,0
"829",145,"12",71.2432,-78.9911,0,1
"830",145,"13",71.2432,-78.9911,0,0
"831",145,"14",71.2432,-78.9911,0,1
"832",145,"15",71.2432,-78.9911,0,0
"833",145,"16",71.2432,-78.9911,0,1
"834",145,"17",71.2432,-78.9911,0,0
"835",145,"18",71.2432,-78.9911,0,0
"836",145,"19",71.2432,-78.9911,0,0
"837",145,"20",71.2432,-78.9911,0,0
"838",148,"12",71.2451,-78.9201,0,1
"839",148,"13",71.2451,-78.9201,0,0
"840",148,"14",71.2451,-78.9201,0,1
"841",148,"15",71.2451,-78.9201,-Inf,-Inf
"842",148,"16",71.2451,-78.9201,-Inf,-Inf
"843",148,"17",71.2451,-78.9201,0,0
"844",148,"18",71.2451,-78.9201,0,0
"845",148,"19",71.2451,-78.9201,0,1
"846",148,"20",71.2451,-78.9201,0,1
"847",150,"12",71.2444,-78.9136,0,0
"848",150,"13",71.2444,-78.9136,0,0
"849",150,"14",71.2444,-78.9136,0,0
"850",150,"15",71.2444,-78.9136,-Inf,-Inf
"851",150,"16",71.2444,-78.9136,-Inf,-Inf
"852",150,"17",71.2444,-78.9136,0,0
"853",150,"18",71.2444,-78.9136,0,0
"854",150,"19",71.2444,-78.9136,1,0
"855",150,"20",71.2444,-78.9136,0,0
"856",160,"12",71.2483,-78.8876,1,0
"857",160,"13",71.2483,-78.8876,0,0
"858",160,"14",71.2483,-78.8876,0,0
"859",160,"15",71.2483,-78.8876,-Inf,-Inf
"860",160,"16",71.2483,-78.8876,-Inf,-Inf
"861",160,"17",71.2483,-78.8876,1,0
"862",160,"18",71.2483,-78.8876,0,0
"863",160,"19",71.2483,-78.8876,0,0
"864",160,"20",71.2483,-78.8876,0,0
"865",164,"12",71.227,-78.8723,0,0
"866",164,"13",71.227,-78.8723,1,0
"867",164,"14",71.227,-78.8723,1,0
"868",164,"15",71.227,-78.8723,-Inf,-Inf
"869",164,"16",71.227,-78.8723,-Inf,-Inf
"870",164,"17",71.227,-78.8723,0,0
"871",164,"18",71.227,-78.8723,0,0
"872",164,"19",71.227,-78.8723,0,0
"873",164,"20",71.227,-78.8723,0,0
"874",165,"12",71.2268,-78.872,1,0
"875",165,"13",71.2268,-78.872,0,0
"876",165,"14",71.2268,-78.872,0,0
"877",165,"15",71.2268,-78.872,-Inf,-Inf
"878",165,"16",71.2268,-78.872,-Inf,-Inf
"879",165,"17",71.2268,-78.872,1,0
"880",165,"18",71.2268,-78.872,1,0
"881",165,"19",71.2268,-78.872,0,0
"882",165,"20",71.2268,-78.872,1,0
"883",173,"12",71.2203,-78.8383,0,1
"884",173,"13",71.2203,-78.8383,0,0
"885",173,"14",71.2203,-78.8383,0,0
"886",173,"15",71.2203,-78.8383,-Inf,-Inf
"887",173,"16",71.2203,-78.8383,-Inf,-Inf
"888",173,"17",71.2203,-78.8383,0,0
"889",173,"18",71.2203,-78.8383,0,0
"890",173,"19",71.2203,-78.8383,0,0
"891",173,"20",71.2203,-78.8383,0,0
"892",338,"12",71.2181,-79.7897,0,1
"893",338,"13",71.2181,-79.7897,0,0
"894",338,"14",71.2181,-79.7897,0,1
"895",338,"15",71.2181,-79.7897,0,0
"896",338,"16",71.2181,-79.7897,-Inf,-Inf
"897",338,"17",71.2181,-79.7897,0,0
"898",338,"18",71.2181,-79.7897,1,0
"899",338,"19",71.2181,-79.7897,0,0
"900",338,"20",71.2181,-79.7897,0,0
"901",339,"12",71.3612,-79.645,0,1
"902",339,"13",71.3612,-79.645,0,0
"903",339,"14",71.3612,-79.645,0,0
"904",339,"15",71.3612,-79.645,0,1
"905",339,"16",71.3612,-79.645,-Inf,-Inf
"906",339,"17",71.3612,-79.645,0,0
"907",339,"18",71.3612,-79.645,0,0
"908",339,"19",71.3612,-79.645,0,0
"909",339,"20",71.3612,-79.645,0,0
"910",355,"12",71.4038,-80.1698,0,1
"911",355,"13",71.4038,-80.1698,0,0
"912",355,"14",71.4038,-80.1698,0,0
"913",355,"15",71.4038,-80.1698,0,1
"914",355,"16",71.4038,-80.1698,0,0
"915",355,"17",71.4038,-80.1698,0,0
"916",355,"18",71.4038,-80.1698,0,0
"917",355,"19",71.4038,-80.1698,0,0
"918",355,"20",71.4038,-80.1698,0,0
"919",356,"12",71.4708,-80.2779,1,0
"920",356,"13",71.4708,-80.2779,0,0
"921",356,"14",71.4708,-80.2779,0,0
"922",356,"15",71.4708,-80.2779,-Inf,-Inf
"923",356,"16",71.4708,-80.2779,-Inf,-Inf
"924",356,"17",71.4708,-80.2779,0,0
"925",356,"18",71.4708,-80.2779,0,0
"926",356,"19",71.4708,-80.2779,0,0
"927",356,"20",71.4708,-80.2779,0,0
"928",357,"12",71.8392,-80.84,0,0
"929",357,"13",71.8392,-80.84,1,0
"930",357,"14",71.8392,-80.84,0,0
"931",357,"15",71.8392,-80.84,1,0
"932",357,"16",71.8392,-80.84,0,1
"933",357,"17",71.8392,-80.84,1,0
"934",357,"18",71.8392,-80.84,0,0
"935",357,"19",71.8392,-80.84,1,0
"936",357,"20",71.8392,-80.84,1,0
"937",359,"12",71.4306,-80.0472,0,1
"938",359,"13",71.4306,-80.0472,0,0
"939",359,"14",71.4306,-80.0472,0,1
"940",359,"15",71.4306,-80.0472,0,1
"941",359,"16",71.4306,-80.0472,0,0
"942",359,"17",71.4306,-80.0472,0,0
"943",359,"18",71.4306,-80.0472,1,0
"944",359,"19",71.4306,-80.0472,1,0
"945",359,"20",71.4306,-80.0472,0,1
"946",360,"12",71.7598,-80.4008,0,1
"947",360,"13",71.7598,-80.4008,-Inf,-Inf
"948",360,"14",71.7598,-80.4008,0,1
"949",360,"15",71.7598,-80.4008,1,0
"950",360,"16",71.7598,-80.4008,0,1
"951",360,"17",71.7598,-80.4008,0,0
"952",360,"18",71.7598,-80.4008,1,0
"953",360,"19",71.7598,-80.4008,0,0
"954",360,"20",71.7598,-80.4008,0,0
"955",374,"12",71.5142,-80.3067,1,0
"956",374,"13",71.5142,-80.3067,0,0
"957",374,"14",71.5142,-80.3067,0,0
"958",374,"15",71.5142,-80.3067,0,0
"959",374,"16",71.5142,-80.3067,0,0
"960",374,"17",71.5142,-80.3067,0,0
"961",374,"18",71.5142,-80.3067,0,0
"962",374,"19",71.5142,-80.3067,0,0
"963",374,"20",71.5142,-80.3067,0,0
"964",375,"12",71.4607,-80.1918,0,1
"965",375,"13",71.4607,-80.1918,0,1
"966",375,"14",71.4607,-80.1918,-Inf,-Inf
"967",375,"15",71.4607,-80.1918,0,1
"968",375,"16",71.4607,-80.1918,0,1
"969",375,"17",71.4607,-80.1918,0,0
"970",375,"18",71.4607,-80.1918,0,0
"971",375,"19",71.4607,-80.1918,0,0
"972",375,"20",71.4607,-80.1918,0,0
"973",376,"12",71.5028,-80.1798,0,1
"974",376,"13",71.5028,-80.1798,-Inf,-Inf
"975",376,"14",71.5028,-80.1798,0,0
"976",376,"15",71.5028,-80.1798,0,0
"977",376,"16",71.5028,-80.1798,0,0
"978",376,"17",71.5028,-80.1798,0,0
"979",376,"18",71.5028,-80.1798,0,0
"980",376,"19",71.5028,-80.1798,0,0
"981",376,"20",71.5028,-80.1798,0,0
"982",377,"12",71.3801,-79.4524,-Inf,-Inf
"983",377,"13",71.3801,-79.4524,-Inf,-Inf
"984",377,"14",71.3801,-79.4524,0,1
"985",377,"15",71.3801,-79.4524,0,0
"986",377,"16",71.3801,-79.4524,0,0
"987",377,"17",71.3801,-79.4524,0,0
"988",377,"18",71.3801,-79.4524,0,0
"989",377,"19",71.3801,-79.4524,0,0
"990",377,"20",71.3801,-79.4524,0,0
"991",378,"12",71.4543,-80.2251,-Inf,-Inf
"992",378,"13",71.4543,-80.2251,-Inf,-Inf
"993",378,"14",71.4543,-80.2251,0,1
"994",378,"15",71.4543,-80.2251,0,0
"995",378,"16",71.4543,-80.2251,0,0
"996",378,"17",71.4543,-80.2251,0,0
"997",378,"18",71.4543,-80.2251,0,0
"998",378,"19",71.4543,-80.2251,0,0
"999",378,"20",71.4543,-80.2251,0,0
"1000",379,"12",71.4002,-80.1513,-Inf,-Inf
"1001",379,"13",71.4002,-80.1513,-Inf,-Inf
"1002",379,"14",71.4002,-80.1513,0,1
"1003",379,"15",71.4002,-80.1513,0,0
"1004",379,"16",71.4002,-80.1513,0,0
"1005",379,"17",71.4002,-80.1513,0,1
"1006",379,"18",71.4002,-80.1513,0,1
"1007",379,"19",71.4002,-80.1513,0,0
"1008",379,"20",71.4002,-80.1513,0,1
"1009",380,"12",71.4306,-80.04,-Inf,-Inf
"1010",380,"13",71.4306,-80.04,-Inf,-Inf
"1011",380,"14",71.4306,-80.04,1,0
"1012",380,"15",71.4306,-80.04,1,0
"1013",380,"16",71.4306,-80.04,1,0
"1014",380,"17",71.4306,-80.04,1,0
"1015",380,"18",71.4306,-80.04,0,0
"1016",380,"19",71.4306,-80.04,1,0
"1017",380,"20",71.4306,-80.04,0,0
"1018",382,"12",71.6283,-80.2852,-Inf,-Inf
"1019",382,"13",71.6283,-80.2852,-Inf,-Inf
"1020",382,"14",71.6283,-80.2852,1,0
"1021",382,"15",71.6283,-80.2852,0,0
"1022",382,"16",71.6283,-80.2852,0,0
"1023",382,"17",71.6283,-80.2852,0,0
"1024",382,"18",71.6283,-80.2852,0,0
"1025",382,"19",71.6283,-80.2852,0,0
"1026",382,"20",71.6283,-80.2852,0,1
"1027",383,"12",71.654,-80.4598,-Inf,-Inf
"1028",383,"13",71.654,-80.4598,-Inf,-Inf
"1029",383,"14",71.654,-80.4598,1,0
"1030",383,"15",71.654,-80.4598,1,0
"1031",383,"16",71.654,-80.4598,1,0
"1032",383,"17",71.654,-80.4598,0,0
"1033",383,"18",71.654,-80.4598,0,0
"1034",383,"19",71.654,-80.4598,0,0
"1035",383,"20",71.654,-80.4598,1,0
"1036",384,"12",71.7214,-80.7419,-Inf,-Inf
"1037",384,"13",71.7214,-80.7419,-Inf,-Inf
"1038",384,"14",71.7214,-80.7419,1,0
"1039",384,"15",71.7214,-80.7419,1,0
"1040",384,"16",71.7214,-80.7419,1,0
"1041",384,"17",71.7214,-80.7419,1,0
"1042",384,"18",71.7214,-80.7419,1,0
"1043",384,"19",71.7214,-80.7419,0,0
"1044",384,"20",71.7214,-80.7419,0,0
"1045",385,"12",71.3612,-80.2365,-Inf,-Inf
"1046",385,"13",71.3612,-80.2365,-Inf,-Inf
"1047",385,"14",71.3612,-80.2365,1,0
"1048",385,"15",71.3612,-80.2365,0,1
"1049",385,"16",71.3612,-80.2365,0,0
"1050",385,"17",71.3612,-80.2365,0,0
"1051",385,"18",71.3612,-80.2365,0,0
"1052",385,"19",71.3612,-80.2365,0,0
"1053",385,"20",71.3612,-80.2365,0,0
"1054",386,"12",71.7172,-80.2554,-Inf,-Inf
"1055",386,"13",71.7172,-80.2554,-Inf,-Inf
"1056",386,"14",71.7172,-80.2554,0,1
"1057",386,"15",71.7172,-80.2554,0,1
"1058",386,"16",71.7172,-80.2554,0,0
"1059",386,"17",71.7172,-80.2554,0,0
"1060",386,"18",71.7172,-80.2554,0,0
"1061",386,"19",71.7172,-80.2554,0,0
"1062",386,"20",71.7172,-80.2554,0,1
"1063",387,"12",71.9265,-80.7551,-Inf,-Inf
"1064",387,"13",71.9265,-80.7551,-Inf,-Inf
"1065",387,"14",71.9265,-80.7551,1,0
"1066",387,"15",71.9265,-80.7551,1,0
"1067",387,"16",71.9265,-80.7551,1,0
"1068",387,"17",71.9265,-80.7551,1,0
"1069",387,"18",71.9265,-80.7551,1,0
"1070",387,"19",71.9265,-80.7551,0,0
"1071",387,"20",71.9265,-80.7551,1,0
"1072",388,"12",71.9083,-80.8245,-Inf,-Inf
"1073",388,"13",71.9083,-80.8245,-Inf,-Inf
"1074",388,"14",71.9083,-80.8245,1,0
"1075",388,"15",71.9083,-80.8245,0,0
"1076",388,"16",71.9083,-80.8245,0,0
"1077",388,"17",71.9083,-80.8245,1,0
"1078",388,"18",71.9083,-80.8245,0,0
"1079",388,"19",71.9083,-80.8245,0,0
"1080",388,"20",71.9083,-80.8245,1,0
"1081",389,"12",71.3553,-79.3048,-Inf,-Inf
